"A","B","C"
"Jarvis AlgorithmMin Hull Points","5990","0.0113"
"Jarvis AlgorithmMin Hull Points","6000","0.0142"
"Jarvis AlgorithmMin Hull Points","6010","0.0127"
"Jarvis AlgorithmMin Hull Points","6020","0.0122"
"Jarvis AlgorithmMin Hull Points","6030","0.0137"
"Jarvis AlgorithmMin Hull Points","6040","0.0147"
"Jarvis AlgorithmMin Hull Points","6050","0.0165"
"Jarvis AlgorithmMin Hull Points","6060","0.0143"
"Jarvis AlgorithmMin Hull Points","6070","0.016"
"Jarvis AlgorithmMin Hull Points","6080","0.0135"
"Jarvis AlgorithmMin Hull Points","6090","0.0148"
"Jarvis AlgorithmMin Hull Points","6100","0.0152"
"Jarvis AlgorithmMin Hull Points","6110","0.0143"
"Jarvis AlgorithmMin Hull Points","6120","0.0125"
"Jarvis AlgorithmMin Hull Points","6130","0.0149"
"Jarvis AlgorithmMin Hull Points","6140","0.0123"
"Jarvis AlgorithmMin Hull Points","6150","0.0112"
"Jarvis AlgorithmMin Hull Points","6160","0.0108"
"Jarvis AlgorithmMin Hull Points","6170","0.011"
"Jarvis AlgorithmMin Hull Points","6180","0.0109"
"Jarvis AlgorithmMin Hull Points","6190","0.019"
"Jarvis AlgorithmMin Hull Points","6200","0.0117"
"Jarvis AlgorithmMin Hull Points","6210","0.0115"
"Jarvis AlgorithmMin Hull Points","6220","0.0216"
"Jarvis AlgorithmMin Hull Points","6230","0.0127"
"Jarvis AlgorithmMin Hull Points","6240","0.014"
"Jarvis AlgorithmMin Hull Points","6250","0.0114"
"Jarvis AlgorithmMin Hull Points","6260","0.0123"
"Jarvis AlgorithmMin Hull Points","6270","0.0116"
"Jarvis AlgorithmMin Hull Points","6280","0.0125"
"Jarvis AlgorithmMin Hull Points","6290","0.0127"
"Jarvis AlgorithmMin Hull Points","6300","0.0119"
"Jarvis AlgorithmMin Hull Points","6310","0.0127"
"Jarvis AlgorithmMin Hull Points","6320","0.0126"
"Jarvis AlgorithmMin Hull Points","6330","0.0129"
"Jarvis AlgorithmMin Hull Points","6340","0.0145"
"Jarvis AlgorithmMin Hull Points","6350","0.0151"
"Jarvis AlgorithmMin Hull Points","6360","0.018"
"Jarvis AlgorithmMin Hull Points","6370","0.0203"
"Jarvis AlgorithmMin Hull Points","6380","0.0201"
"Jarvis AlgorithmMin Hull Points","6390","0.0178"
"Jarvis AlgorithmMin Hull Points","6400","0.0208"
"Jarvis AlgorithmMin Hull Points","6410","0.0128"
"Jarvis AlgorithmMin Hull Points","6420","0.0125"
"Jarvis AlgorithmMin Hull Points","6430","0.0144"
"Jarvis AlgorithmMin Hull Points","6440","0.0265"
"Jarvis AlgorithmMin Hull Points","6450","0.0149"
"Jarvis AlgorithmMin Hull Points","6460","0.0118"
"Jarvis AlgorithmMin Hull Points","6470","0.0116"
"Jarvis AlgorithmMin Hull Points","6480","0.012"
"Jarvis AlgorithmMin Hull Points","6490","0.0112"
"Jarvis AlgorithmMin Hull Points","6500","0.0111"
"Jarvis AlgorithmMin Hull Points","6510","0.0111"
"Jarvis AlgorithmMin Hull Points","6520","0.0113"
"Jarvis AlgorithmMin Hull Points","6530","0.0113"
"Jarvis AlgorithmMin Hull Points","6540","0.0113"
"Jarvis AlgorithmMin Hull Points","6550","0.0123"
"Jarvis AlgorithmMin Hull Points","6560","0.016"
"Jarvis AlgorithmMin Hull Points","6570","0.0257"
"Jarvis AlgorithmMin Hull Points","6580","0.017"
"Jarvis AlgorithmMin Hull Points","6590","0.0139"
"Jarvis AlgorithmMin Hull Points","6600","0.0127"
"Jarvis AlgorithmMin Hull Points","6610","0.016"
"Jarvis AlgorithmMin Hull Points","6620","0.0117"
"Jarvis AlgorithmMin Hull Points","6630","0.0122"
"Jarvis AlgorithmMin Hull Points","6640","0.0114"
"Jarvis AlgorithmMin Hull Points","6650","0.0114"
"Jarvis AlgorithmMin Hull Points","6660","0.0122"
"Jarvis AlgorithmMin Hull Points","6670","0.0191"
"Jarvis AlgorithmMin Hull Points","6680","0.0122"
"Jarvis AlgorithmMin Hull Points","6690","0.0113"
"Jarvis AlgorithmMin Hull Points","6700","0.0126"
"Jarvis AlgorithmMin Hull Points","6710","0.012"
"Jarvis AlgorithmMin Hull Points","6720","0.0119"
"Jarvis AlgorithmMin Hull Points","6730","0.0121"
"Jarvis AlgorithmMin Hull Points","6740","0.0122"
"Jarvis AlgorithmMin Hull Points","6750","0.0167"
"Jarvis AlgorithmMin Hull Points","6760","0.0419"
"Jarvis AlgorithmMin Hull Points","6770","0.0289"
"Jarvis AlgorithmMin Hull Points","6780","0.0136"
"Jarvis AlgorithmMin Hull Points","6790","0.0128"
"Jarvis AlgorithmMin Hull Points","6800","0.0117"
"Jarvis AlgorithmMin Hull Points","6810","0.0139"
"Jarvis AlgorithmMin Hull Points","6820","0.0201"
"Jarvis AlgorithmMin Hull Points","6830","0.0134"
"Jarvis AlgorithmMin Hull Points","6840","0.0158"
"Jarvis AlgorithmMin Hull Points","6850","0.0155"
"Jarvis AlgorithmMin Hull Points","6860","0.0398"
"Jarvis AlgorithmMin Hull Points","6870","0.0131"
"Jarvis AlgorithmMin Hull Points","6880","0.0131"
"Jarvis AlgorithmMin Hull Points","6890","0.0121"
"Jarvis AlgorithmMin Hull Points","6900","0.0133"
"Jarvis AlgorithmMin Hull Points","6910","0.0132"
"Jarvis AlgorithmMin Hull Points","6920","0.0177"
"Jarvis AlgorithmMin Hull Points","6930","0.0176"
"Jarvis AlgorithmMin Hull Points","6940","0.0131"
"Jarvis AlgorithmMin Hull Points","6950","0.0142"
"Jarvis AlgorithmMin Hull Points","6960","0.0143"
"Jarvis AlgorithmMin Hull Points","6970","0.0142"
"Jarvis AlgorithmMin Hull Points","6980","0.0145"
"Jarvis AlgorithmMin Hull Points","6990","0.015"
"Jarvis AlgorithmMin Hull Points","7000","0.0169"
"Jarvis AlgorithmMin Hull Points","7010","0.0189"
"Jarvis AlgorithmMin Hull Points","7020","0.0186"
"Jarvis AlgorithmMin Hull Points","7030","0.0141"
"Jarvis AlgorithmMin Hull Points","7040","0.02"
"Jarvis AlgorithmMin Hull Points","7050","0.0134"
"Jarvis AlgorithmMin Hull Points","7060","0.0122"
"Jarvis AlgorithmMin Hull Points","7070","0.0146"
"Jarvis AlgorithmMin Hull Points","7080","0.0124"
"Jarvis AlgorithmMin Hull Points","7090","0.0138"
"Jarvis AlgorithmMin Hull Points","7100","0.0142"
"Jarvis AlgorithmMin Hull Points","7110","0.014"
"Jarvis AlgorithmMin Hull Points","7120","0.0144"
"Jarvis AlgorithmMin Hull Points","7130","0.0137"
"Jarvis AlgorithmMin Hull Points","7140","0.0141"
"Jarvis AlgorithmMin Hull Points","7150","0.0122"
"Jarvis AlgorithmMin Hull Points","7160","0.0136"
"Jarvis AlgorithmMin Hull Points","7170","0.0152"
"Jarvis AlgorithmMin Hull Points","7180","0.0156"
"Jarvis AlgorithmMin Hull Points","7190","0.0141"
"Jarvis AlgorithmMin Hull Points","7200","0.0135"
"Jarvis AlgorithmMin Hull Points","7210","0.014"
"Jarvis AlgorithmMin Hull Points","7220","0.0143"
"Jarvis AlgorithmMin Hull Points","7230","0.0211"
"Jarvis AlgorithmMin Hull Points","7240","0.0154"
"Jarvis AlgorithmMin Hull Points","7250","0.0139"
"Jarvis AlgorithmMin Hull Points","7260","0.0134"
"Jarvis AlgorithmMin Hull Points","7270","0.014"
"Jarvis AlgorithmMin Hull Points","7280","0.0146"
"Jarvis AlgorithmMin Hull Points","7290","0.0145"
"Jarvis AlgorithmMin Hull Points","7300","0.0146"
"Jarvis AlgorithmMin Hull Points","7310","0.0214"
"Jarvis AlgorithmMin Hull Points","7320","0.0196"
"Jarvis AlgorithmMin Hull Points","7330","0.021"
"Jarvis AlgorithmMin Hull Points","7340","0.0165"
"Jarvis AlgorithmMin Hull Points","7350","0.0148"
"Jarvis AlgorithmMin Hull Points","7360","0.0147"
"Jarvis AlgorithmMin Hull Points","7370","0.0183"
"Jarvis AlgorithmMin Hull Points","7380","0.0176"
"Jarvis AlgorithmMin Hull Points","7390","0.0151"
"Jarvis AlgorithmMin Hull Points","7400","0.0142"
"Jarvis AlgorithmMin Hull Points","7410","0.0138"
"Jarvis AlgorithmMin Hull Points","7420","0.0243"
"Jarvis AlgorithmMin Hull Points","7430","0.0149"
"Jarvis AlgorithmMin Hull Points","7440","0.0133"
"Jarvis AlgorithmMin Hull Points","7450","0.0134"
"Jarvis AlgorithmMin Hull Points","7460","0.0133"
"Jarvis AlgorithmMin Hull Points","7470","0.0178"
"Jarvis AlgorithmMin Hull Points","7480","0.0138"
"Jarvis AlgorithmMin Hull Points","7490","0.0135"
"Jarvis AlgorithmMin Hull Points","7500","0.0136"
"Jarvis AlgorithmMin Hull Points","7510","0.0135"
"Jarvis AlgorithmMin Hull Points","7520","0.0147"
"Jarvis AlgorithmMin Hull Points","7530","0.0147"
"Jarvis AlgorithmMin Hull Points","7540","0.0135"
"Jarvis AlgorithmMin Hull Points","7550","0.0137"
"Jarvis AlgorithmMin Hull Points","7560","0.0136"
"Jarvis AlgorithmMin Hull Points","7570","0.0179"
"Jarvis AlgorithmMin Hull Points","7580","0.0185"
"Jarvis AlgorithmMin Hull Points","7590","0.0192"
"Jarvis AlgorithmMin Hull Points","7600","0.0194"
"Jarvis AlgorithmMin Hull Points","7610","0.0196"
"Jarvis AlgorithmMin Hull Points","7620","0.0309"
"Jarvis AlgorithmMin Hull Points","7630","0.0219"
"Jarvis AlgorithmMin Hull Points","7640","0.0342"
"Jarvis AlgorithmMin Hull Points","7650","0.0141"
"Jarvis AlgorithmMin Hull Points","7660","0.0136"
"Jarvis AlgorithmMin Hull Points","7670","0.0134"
"Jarvis AlgorithmMin Hull Points","7680","0.0147"
"Jarvis AlgorithmMin Hull Points","7690","0.0175"
"Jarvis AlgorithmMin Hull Points","7700","0.019"
"Jarvis AlgorithmMin Hull Points","7710","0.0185"
"Jarvis AlgorithmMin Hull Points","7720","0.0147"
"Jarvis AlgorithmMin Hull Points","7730","0.0166"
"Jarvis AlgorithmMin Hull Points","7740","0.0134"
"Jarvis AlgorithmMin Hull Points","7750","0.0137"
"Jarvis AlgorithmMin Hull Points","7760","0.0148"
"Jarvis AlgorithmMin Hull Points","7770","0.0168"
"Jarvis AlgorithmMin Hull Points","7780","0.023"
"Jarvis AlgorithmMin Hull Points","7790","0.0318"
"Jarvis AlgorithmMin Hull Points","7800","0.0153"
"Jarvis AlgorithmMin Hull Points","7810","0.0141"
"Jarvis AlgorithmMin Hull Points","7820","0.0185"
"Jarvis AlgorithmMin Hull Points","7830","0.0161"
"Jarvis AlgorithmMin Hull Points","7840","0.0183"
"Jarvis AlgorithmMin Hull Points","7850","0.0155"
"Jarvis AlgorithmMin Hull Points","7860","0.0155"
"Jarvis AlgorithmMin Hull Points","7870","0.016"
"Jarvis AlgorithmMin Hull Points","7880","0.0142"
"Jarvis AlgorithmMin Hull Points","7890","0.0157"
"Jarvis AlgorithmMin Hull Points","7900","0.0312"
"Jarvis AlgorithmMin Hull Points","7910","0.0313"
"Jarvis AlgorithmMin Hull Points","7920","0.0173"
"Jarvis AlgorithmMin Hull Points","7930","0.0164"
"Jarvis AlgorithmMin Hull Points","7940","0.0235"
"Jarvis AlgorithmMin Hull Points","7950","0.018"
"Jarvis AlgorithmMin Hull Points","7960","0.0227"
"Jarvis AlgorithmMin Hull Points","7970","0.0188"
"Jarvis AlgorithmMin Hull Points","7980","0.0186"
"Jarvis AlgorithmMin Hull Points","7990","0.0292"
"Jarvis AlgorithmMin Hull Points","8000","0.0209"
"Jarvis AlgorithmMin Hull Points","8010","0.0141"
"Jarvis AlgorithmMin Hull Points","8020","0.0141"
"Jarvis AlgorithmMin Hull Points","8030","0.0141"
"Jarvis AlgorithmMin Hull Points","8040","0.0171"
"Jarvis AlgorithmMin Hull Points","8050","0.0229"
"Jarvis AlgorithmMin Hull Points","8060","0.0188"
"Jarvis AlgorithmMin Hull Points","8070","0.0188"
"Jarvis AlgorithmMin Hull Points","8080","0.0181"
"Jarvis AlgorithmMin Hull Points","8090","0.0189"
"Jarvis AlgorithmMin Hull Points","8100","0.0157"
"Jarvis AlgorithmMin Hull Points","8110","0.0293"
"Jarvis AlgorithmMin Hull Points","8120","0.0289"
"Jarvis AlgorithmMin Hull Points","8130","0.0149"
"Jarvis AlgorithmMin Hull Points","8140","0.0158"
"Jarvis AlgorithmMin Hull Points","8150","0.0154"
"Jarvis AlgorithmMin Hull Points","8160","0.0145"
"Jarvis AlgorithmMin Hull Points","8170","0.0154"
"Jarvis AlgorithmMin Hull Points","8180","0.0149"
"Jarvis AlgorithmMin Hull Points","8190","0.0175"
"Jarvis AlgorithmMin Hull Points","8200","0.0229"
"Jarvis AlgorithmMin Hull Points","8210","0.0191"
"Jarvis AlgorithmMin Hull Points","8220","0.0158"
"Jarvis AlgorithmMin Hull Points","8230","0.0157"
"Jarvis AlgorithmMin Hull Points","8240","0.0159"
"Jarvis AlgorithmMin Hull Points","8250","0.0236"
"Jarvis AlgorithmMin Hull Points","8260","0.0204"
"Jarvis AlgorithmMin Hull Points","8270","0.0185"
"Jarvis AlgorithmMin Hull Points","8280","0.0188"
"Jarvis AlgorithmMin Hull Points","8290","0.0178"
"Jarvis AlgorithmMin Hull Points","8300","0.0215"
"Jarvis AlgorithmMin Hull Points","8310","0.0191"
"Jarvis AlgorithmMin Hull Points","8320","0.0163"
"Jarvis AlgorithmMin Hull Points","8330","0.0186"
"Jarvis AlgorithmMin Hull Points","8340","0.0189"
"Jarvis AlgorithmMin Hull Points","8350","0.017"
"Jarvis AlgorithmMin Hull Points","8360","0.0164"
"Jarvis AlgorithmMin Hull Points","8370","0.0154"
"Jarvis AlgorithmMin Hull Points","8380","0.0149"
"Jarvis AlgorithmMin Hull Points","8390","0.0147"
"Jarvis AlgorithmMin Hull Points","8400","0.0153"
"Jarvis AlgorithmMin Hull Points","8410","0.0284"
"Jarvis AlgorithmMin Hull Points","8420","0.0374"
"Jarvis AlgorithmMin Hull Points","8430","0.0208"
"Jarvis AlgorithmMin Hull Points","8440","0.0186"
"Jarvis AlgorithmMin Hull Points","8450","0.0169"
"Jarvis AlgorithmMin Hull Points","8460","0.023"
"Jarvis AlgorithmMin Hull Points","8470","0.0191"
"Jarvis AlgorithmMin Hull Points","8480","0.02"
"Jarvis AlgorithmMin Hull Points","8490","0.017"
"Jarvis AlgorithmMin Hull Points","8500","0.0157"
"Jarvis AlgorithmMin Hull Points","8510","0.0188"
"Jarvis AlgorithmMin Hull Points","8520","0.0178"
"Jarvis AlgorithmMin Hull Points","8530","0.0175"
"Jarvis AlgorithmMin Hull Points","8540","0.0194"
"Jarvis AlgorithmMin Hull Points","8550","0.0185"
"Jarvis AlgorithmMin Hull Points","8560","0.0187"
"Jarvis AlgorithmMin Hull Points","8570","0.0188"
"Jarvis AlgorithmMin Hull Points","8580","0.0165"
"Jarvis AlgorithmMin Hull Points","8590","0.0204"
"Jarvis AlgorithmMin Hull Points","8600","0.0207"
"Jarvis AlgorithmMin Hull Points","8610","0.0202"
"Jarvis AlgorithmMin Hull Points","8620","0.0228"
"Jarvis AlgorithmMin Hull Points","8630","0.0407"
"Jarvis AlgorithmMin Hull Points","8640","0.0413"
"Jarvis AlgorithmMin Hull Points","8650","0.0185"
"Jarvis AlgorithmMin Hull Points","8660","0.0198"
"Jarvis AlgorithmMin Hull Points","8670","0.0169"
"Jarvis AlgorithmMin Hull Points","8680","0.0184"
"Jarvis AlgorithmMin Hull Points","8690","0.024"
"Jarvis AlgorithmMin Hull Points","8700","0.0186"
"Jarvis AlgorithmMin Hull Points","8710","0.0249"
"Jarvis AlgorithmMin Hull Points","8720","0.0159"
"Jarvis AlgorithmMin Hull Points","8730","0.0158"
"Jarvis AlgorithmMin Hull Points","8740","0.0151"
"Jarvis AlgorithmMin Hull Points","8750","0.0199"
"Jarvis AlgorithmMin Hull Points","8760","0.0306"
"Jarvis AlgorithmMin Hull Points","8770","0.0184"
"Jarvis AlgorithmMin Hull Points","8780","0.0225"
"Jarvis AlgorithmMin Hull Points","8790","0.0181"
"Jarvis AlgorithmMin Hull Points","8800","0.018"
"Jarvis AlgorithmMin Hull Points","8810","0.0165"
"Jarvis AlgorithmMin Hull Points","8820","0.017"
"Jarvis AlgorithmMin Hull Points","8830","0.0193"
"Jarvis AlgorithmMin Hull Points","8840","0.0268"
"Jarvis AlgorithmMin Hull Points","8850","0.0349"
"Jarvis AlgorithmMin Hull Points","8860","0.0204"
"Jarvis AlgorithmMin Hull Points","8870","0.0208"
"Jarvis AlgorithmMin Hull Points","8880","0.0208"
"Jarvis AlgorithmMin Hull Points","8890","0.0234"
"Jarvis AlgorithmMin Hull Points","8900","0.0301"
"Jarvis AlgorithmMin Hull Points","8910","0.0227"
"Jarvis AlgorithmMin Hull Points","8920","0.0226"
"Jarvis AlgorithmMin Hull Points","8930","0.0179"
"Jarvis AlgorithmMin Hull Points","8940","0.0248"
"Jarvis AlgorithmMin Hull Points","8950","0.0182"
"Jarvis AlgorithmMin Hull Points","8960","0.0171"
"Jarvis AlgorithmMin Hull Points","8970","0.0167"
"Jarvis AlgorithmMin Hull Points","8980","0.0165"
"Jarvis AlgorithmMin Hull Points","8990","0.0168"
"Jarvis AlgorithmMin Hull Points","9000","0.0172"
"Jarvis AlgorithmMin Hull Points","9010","0.0172"
"Jarvis AlgorithmMin Hull Points","9020","0.0209"
"Jarvis AlgorithmMin Hull Points","9030","0.0213"
"Jarvis AlgorithmMin Hull Points","9040","0.0227"
"Jarvis AlgorithmMin Hull Points","9050","0.02"
"Jarvis AlgorithmMin Hull Points","9060","0.0221"
"Jarvis AlgorithmMin Hull Points","9070","0.0249"
"Jarvis AlgorithmMin Hull Points","9080","0.0192"
"Jarvis AlgorithmMin Hull Points","9090","0.0168"
"Jarvis AlgorithmMin Hull Points","9100","0.0175"
"Jarvis AlgorithmMin Hull Points","9110","0.0172"
"Jarvis AlgorithmMin Hull Points","9120","0.0166"
"Jarvis AlgorithmMin Hull Points","9130","0.0184"
"Jarvis AlgorithmMin Hull Points","9140","0.02"
"Jarvis AlgorithmMin Hull Points","9150","0.0201"
"Jarvis AlgorithmMin Hull Points","9160","0.0219"
"Jarvis AlgorithmMin Hull Points","9170","0.0231"
"Jarvis AlgorithmMin Hull Points","9180","0.0173"
"Jarvis AlgorithmMin Hull Points","9190","0.0173"
"Jarvis AlgorithmMin Hull Points","9200","0.0232"
"Jarvis AlgorithmMin Hull Points","9210","0.016"
"Jarvis AlgorithmMin Hull Points","9220","0.02"
"Jarvis AlgorithmMin Hull Points","9230","0.0182"
"Jarvis AlgorithmMin Hull Points","9240","0.0177"
"Jarvis AlgorithmMin Hull Points","9250","0.0173"
"Jarvis AlgorithmMin Hull Points","9260","0.0179"
"Jarvis AlgorithmMin Hull Points","9270","0.0394"
"Jarvis AlgorithmMin Hull Points","9280","0.0174"
"Jarvis AlgorithmMin Hull Points","9290","0.0171"
"Jarvis AlgorithmMin Hull Points","9300","0.0182"
"Jarvis AlgorithmMin Hull Points","9310","0.0165"
"Jarvis AlgorithmMin Hull Points","9320","0.0303"
"Jarvis AlgorithmMin Hull Points","9330","0.0233"
"Jarvis AlgorithmMin Hull Points","9340","0.0241"
"Jarvis AlgorithmMin Hull Points","9350","0.0354"
"Jarvis AlgorithmMin Hull Points","9360","0.0185"
"Jarvis AlgorithmMin Hull Points","9370","0.018"
"Jarvis AlgorithmMin Hull Points","9380","0.02"
"Jarvis AlgorithmMin Hull Points","9390","0.017"
"Jarvis AlgorithmMin Hull Points","9400","0.0172"
"Jarvis AlgorithmMin Hull Points","9410","0.0456"
"Jarvis AlgorithmMin Hull Points","9420","0.0187"
"Jarvis AlgorithmMin Hull Points","9430","0.018"
"Jarvis AlgorithmMin Hull Points","9440","0.0193"
"Jarvis AlgorithmMin Hull Points","9450","0.018"
"Jarvis AlgorithmMin Hull Points","9460","0.0207"
"Jarvis AlgorithmMin Hull Points","9470","0.0187"
"Jarvis AlgorithmMin Hull Points","9480","0.0268"
"Jarvis AlgorithmMin Hull Points","9490","0.0251"
"Jarvis AlgorithmMin Hull Points","9500","0.0342"
"Jarvis AlgorithmMin Hull Points","9510","0.0233"
"Jarvis AlgorithmMin Hull Points","9520","0.0269"
"Jarvis AlgorithmMin Hull Points","9530","0.0224"
"Jarvis AlgorithmMin Hull Points","9540","0.0229"
"Jarvis AlgorithmMin Hull Points","9550","0.0209"
"Jarvis AlgorithmMin Hull Points","9560","0.0218"
"Jarvis AlgorithmMin Hull Points","9570","0.0217"
"Jarvis AlgorithmMin Hull Points","9580","0.0244"
"Jarvis AlgorithmMin Hull Points","9590","0.0249"
"Jarvis AlgorithmMin Hull Points","9600","0.0223"
"Jarvis AlgorithmMin Hull Points","9610","0.0212"
"Jarvis AlgorithmMin Hull Points","9620","0.0246"
"Jarvis AlgorithmMin Hull Points","9630","0.0172"
"Jarvis AlgorithmMin Hull Points","9640","0.0221"
"Jarvis AlgorithmMin Hull Points","9650","0.0268"
"Jarvis AlgorithmMin Hull Points","9660","0.0208"
"Jarvis AlgorithmMin Hull Points","9670","0.0217"
"Jarvis AlgorithmMin Hull Points","9680","0.0203"
"Jarvis AlgorithmMin Hull Points","9690","0.0212"
"Jarvis AlgorithmMin Hull Points","9700","0.0218"
"Jarvis AlgorithmMin Hull Points","9710","0.0232"
"Jarvis AlgorithmMin Hull Points","9720","0.0238"
"Jarvis AlgorithmMin Hull Points","9730","0.0191"
"Jarvis AlgorithmMin Hull Points","9740","0.0199"
"Jarvis AlgorithmMin Hull Points","9750","0.0206"
"Jarvis AlgorithmMin Hull Points","9760","0.0186"
"Jarvis AlgorithmMin Hull Points","9770","0.0336"
"Jarvis AlgorithmMin Hull Points","9780","0.0194"
"Jarvis AlgorithmMin Hull Points","9790","0.0188"
"Jarvis AlgorithmMin Hull Points","9800","0.0188"
"Jarvis AlgorithmMin Hull Points","9810","0.0188"
"Jarvis AlgorithmMin Hull Points","9820","0.0183"
"Jarvis AlgorithmMin Hull Points","9830","0.0182"
"Jarvis AlgorithmMin Hull Points","9840","0.0184"
"Jarvis AlgorithmMin Hull Points","9850","0.0207"
"Jarvis AlgorithmMin Hull Points","9860","0.0197"
"Jarvis AlgorithmMin Hull Points","9870","0.0193"
"Jarvis AlgorithmMin Hull Points","9880","0.022"
"Jarvis AlgorithmMin Hull Points","9890","0.0226"
"Jarvis AlgorithmMin Hull Points","9900","0.02"
"Jarvis AlgorithmMin Hull Points","9910","0.0283"
"Jarvis AlgorithmMin Hull Points","9920","0.0261"
"Jarvis AlgorithmMin Hull Points","9930","0.0182"
"Jarvis AlgorithmMin Hull Points","9940","0.0188"
"Jarvis AlgorithmMin Hull Points","9950","0.0175"
"Jarvis AlgorithmMin Hull Points","9960","0.0181"
"Jarvis AlgorithmMin Hull Points","9970","0.0223"
"Jarvis AlgorithmMin Hull Points","9980","0.0325"
"Jarvis AlgorithmMin Hull Points","9990","0.021"
"Jarvis AlgorithmMin Hull Points","10000","0.0209"
"Jarvis AlgorithmMin Hull Points","10010","0.0223"
"Jarvis AlgorithmMin Hull Points","10020","0.0205"
"Jarvis AlgorithmMin Hull Points","10030","0.0205"
"Jarvis AlgorithmMin Hull Points","10040","0.0186"
"Jarvis AlgorithmMin Hull Points","10050","0.0206"
"Jarvis AlgorithmMin Hull Points","10060","0.0335"
"Jarvis AlgorithmMin Hull Points","10070","0.04"
"Jarvis AlgorithmMin Hull Points","10080","0.026"
"Jarvis AlgorithmMin Hull Points","10090","0.0308"
"Jarvis AlgorithmMin Hull Points","10100","0.0253"
"Jarvis AlgorithmMin Hull Points","10110","0.0494"
"Jarvis AlgorithmMin Hull Points","10120","0.0224"
"Jarvis AlgorithmMin Hull Points","10130","0.0256"
"Jarvis AlgorithmMin Hull Points","10140","0.0297"
"Jarvis AlgorithmMin Hull Points","10150","0.031"
"Jarvis AlgorithmMin Hull Points","10160","0.06"
"Jarvis AlgorithmMin Hull Points","10170","0.0208"
"Jarvis AlgorithmMin Hull Points","10180","0.0195"
"Jarvis AlgorithmMin Hull Points","10190","0.022"
"Jarvis AlgorithmMin Hull Points","10200","0.0371"
"Jarvis AlgorithmMin Hull Points","10210","0.0516"
"Jarvis AlgorithmMin Hull Points","10220","0.0356"
"Jarvis AlgorithmMin Hull Points","10230","0.0219"
"Jarvis AlgorithmMin Hull Points","10240","0.0197"
"Jarvis AlgorithmMin Hull Points","10250","0.0225"
"Jarvis AlgorithmMin Hull Points","10260","0.0224"
"Jarvis AlgorithmMin Hull Points","10270","0.0197"
"Jarvis AlgorithmMin Hull Points","10280","0.0216"
"Jarvis AlgorithmMin Hull Points","10290","0.0202"
"Jarvis AlgorithmMin Hull Points","10300","0.0186"
"Jarvis AlgorithmMin Hull Points","10310","0.0181"
"Jarvis AlgorithmMin Hull Points","10320","0.02"
"Jarvis AlgorithmMin Hull Points","10330","0.0452"
"Jarvis AlgorithmMin Hull Points","10340","0.042"
"Jarvis AlgorithmMin Hull Points","10350","0.0305"
"Jarvis AlgorithmMin Hull Points","10360","0.0566"
"Jarvis AlgorithmMin Hull Points","10370","0.0408"
"Jarvis AlgorithmMin Hull Points","10380","0.0293"
"Jarvis AlgorithmMin Hull Points","10390","0.0489"
"Jarvis AlgorithmMin Hull Points","10400","0.0372"
"Jarvis AlgorithmMin Hull Points","10410","0.0295"
"Jarvis AlgorithmMin Hull Points","10420","0.027"
"Jarvis AlgorithmMin Hull Points","10430","0.0639"
"Jarvis AlgorithmMin Hull Points","10440","0.0356"
"Jarvis AlgorithmMin Hull Points","10450","0.0411"
"Jarvis AlgorithmMin Hull Points","10460","0.0498"
"Jarvis AlgorithmMin Hull Points","10470","0.0271"
"Jarvis AlgorithmMin Hull Points","10480","0.0285"
"Jarvis AlgorithmMin Hull Points","10490","0.0365"
"Jarvis AlgorithmMin Hull Points","10500","0.0266"
"Jarvis AlgorithmMin Hull Points","10510","0.0343"
"Jarvis AlgorithmMin Hull Points","10520","0.0382"
"Jarvis AlgorithmMin Hull Points","10530","0.0324"
"Jarvis AlgorithmMin Hull Points","10540","0.0342"
"Jarvis AlgorithmMin Hull Points","10550","0.0403"
"Jarvis AlgorithmMin Hull Points","10560","0.0351"
"Jarvis AlgorithmMin Hull Points","10570","0.0221"
"Jarvis AlgorithmMin Hull Points","10580","0.0226"
"Jarvis AlgorithmMin Hull Points","10590","0.0218"
"Jarvis AlgorithmMin Hull Points","10600","0.0234"
"Jarvis AlgorithmMin Hull Points","10610","0.0286"
"Jarvis AlgorithmMin Hull Points","10620","0.0212"
"Jarvis AlgorithmMin Hull Points","10630","0.027"
"Jarvis AlgorithmMin Hull Points","10640","0.0242"
"Jarvis AlgorithmMin Hull Points","10650","0.0254"
"Jarvis AlgorithmMin Hull Points","10660","0.0239"
"Jarvis AlgorithmMin Hull Points","10670","0.0746"
"Jarvis AlgorithmMin Hull Points","10680","0.0209"
"Jarvis AlgorithmMin Hull Points","10690","0.0214"
"Jarvis AlgorithmMin Hull Points","10700","0.0253"
"Jarvis AlgorithmMin Hull Points","10710","0.0245"
"Jarvis AlgorithmMin Hull Points","10720","0.0423"
"Jarvis AlgorithmMin Hull Points","10730","0.0246"
"Jarvis AlgorithmMin Hull Points","10740","0.0395"
"Jarvis AlgorithmMin Hull Points","10750","0.0308"
"Jarvis AlgorithmMin Hull Points","10760","0.0202"
"Jarvis AlgorithmMin Hull Points","10770","0.0254"
"Jarvis AlgorithmMin Hull Points","10780","0.0347"
"Jarvis AlgorithmMin Hull Points","10790","0.022"
"Jarvis AlgorithmMin Hull Points","10800","0.0211"
"Jarvis AlgorithmMin Hull Points","10810","0.023"
"Jarvis AlgorithmMin Hull Points","10820","0.0232"
