"A","B","C","D"
"Jarvis Algorithm Random","12300","0.2487",""
"Jarvis Algorithm Random","12310","0.3047",""
"Jarvis Algorithm Random","12320","0.1441",""
"Jarvis Algorithm Random","12330","0.1328",""
"Jarvis Algorithm Random","12340","0.1641",""
"Jarvis Algorithm Random","12350","0.1953",""
"Jarvis Algorithm Random","12360","0.2133",""
"Jarvis Algorithm Random","12370","0.3032",""
"Jarvis Algorithm Random","12380","0.1315",""
"Jarvis Algorithm Random","12390","0.1607",""
"Jarvis Algorithm Random","12400","0.1394",""
"Jarvis Algorithm Random","12410","0.2158",""
"Jarvis Algorithm Random","12420","0.1749",""
"Jarvis Algorithm Random","12430","0.1801",""
"Jarvis Algorithm Random","12440","0.1299",""
"Jarvis Algorithm Random","12450","0.1438",""
"Jarvis Algorithm Random","12460","0.1823",""
"Jarvis Algorithm Random","12470","0.2188",""
"Jarvis Algorithm Random","12480","0.1363",""
"Jarvis Algorithm Random","12490","0.1847",""
"Jarvis Algorithm Random","12500","0.1752",""
"Jarvis Algorithm Random","12510","0.152",""
"Jarvis Algorithm Random","12520","0.2346",""
"Jarvis Algorithm Random","12530","0.1558",""
"Jarvis Algorithm Random","12540","0.1561",""
"Jarvis Algorithm Random","12550","0.1437",""
"Jarvis Algorithm Random","12560","0.1391",""
"Jarvis Algorithm Random","12570","0.1985",""
"Jarvis Algorithm Random","12580","0.1446",""
"Jarvis Algorithm Random","12590","0.1533",""
"Jarvis Algorithm Random","12600","0.1806",""
"Jarvis Algorithm Random","12610","0.1794",""
"Jarvis Algorithm Random","12620","0.152",""
"Jarvis Algorithm Random","12630","0.1789",""
"Jarvis Algorithm Random","12640","0.1556",""
"Jarvis Algorithm Random","12650","0.183",""
"Jarvis Algorithm Random","12660","0.1441",""
"Jarvis Algorithm Random","12670","0.1457",""
"Jarvis Algorithm Random","12680","0.1377",""
"Jarvis Algorithm Random","12690","0.1451",""
"Jarvis Algorithm Random","12700","0.1768",""
"Jarvis Algorithm Random","12710","0.1563",""
"Jarvis Algorithm Random","12720","0.2062",""
"Jarvis Algorithm Random","12730","0.1788",""
"Jarvis Algorithm Random","12740","0.1538",""
"Jarvis Algorithm Random","12750","0.1908",""
"Jarvis Algorithm Random","12760","0.1876",""
"Jarvis Algorithm Random","12770","0.1662",""
"Jarvis Algorithm Random","12780","0.1813",""
"Jarvis Algorithm Random","12790","0.1915",""
"Jarvis Algorithm Random","12800","0.1687",""
"Jarvis Algorithm Random","12810","0.1771",""
"Jarvis Algorithm Random","12820","0.1303",""
"Jarvis Algorithm Random","12830","0.1152",""
"Jarvis Algorithm Random","12840","0.1423",""
"Jarvis Algorithm Random","12850","0.1695",""
"Jarvis Algorithm Random","12860","0.1984",""
"Jarvis Algorithm Random","12870","0.2404",""
"Jarvis Algorithm Random","12880","0.1486",""
"Jarvis Algorithm Random","12890","0.1881",""
"Jarvis Algorithm Random","12900","0.1773",""
"Jarvis Algorithm Random","12910","0.1731",""
"Jarvis Algorithm Random","12920","0.1863",""
"Jarvis Algorithm Random","12930","0.2298",""
"Jarvis Algorithm Random","12940","0.1282",""
"Jarvis Algorithm Random","12950","0.1681",""
"Jarvis Algorithm Random","12960","0.1691",""
"Jarvis Algorithm Random","12970","0.1887",""
"Jarvis Algorithm Random","12980","0.1692",""
"Jarvis Algorithm Random","12990","0.1525",""
"Jarvis Algorithm Random","13000","0.1905",""
"Jarvis Algorithm Random","13010","0.1612",""
"Jarvis Algorithm Random","13020","0.15",""
"Jarvis Algorithm Random","13030","0.1574",""
"Jarvis Algorithm Random","13040","0.1721",""
"Jarvis Algorithm Random","13050","0.1566",""
"Jarvis Algorithm Random","13060","0.1484",""
"Jarvis Algorithm Random","13070","0.2129",""
"Jarvis Algorithm Random","13080","0.1858",""
"Jarvis Algorithm Random","13090","0.168",""
"Jarvis Algorithm Random","13100","0.1987",""
"Jarvis Algorithm Random","13110","0.1844",""
"Jarvis Algorithm Random","13120","0.2164",""
"Jarvis Algorithm Random","13130","0.1403",""
"Jarvis Algorithm Random","13140","0.1966",""
"Jarvis Algorithm Random","13150","0.1718",""
"Jarvis Algorithm Random","13160","0.222",""
"Jarvis Algorithm Random","13170","0.1725",""
"Jarvis Algorithm Random","13180","0.154",""
"Jarvis Algorithm Random","13190","0.2064",""
"Jarvis Algorithm Random","13200","0.1877",""
"Jarvis Algorithm Random","13210","0.1466",""
"Jarvis Algorithm Random","13220","0.2213",""
"Jarvis Algorithm Random","13230","0.2128",""
"Jarvis Algorithm Random","13240","0.2756",""
"Jarvis Algorithm Random","13250","0.2261",""
"Jarvis Algorithm Random","13260","0.1958",""
"Jarvis Algorithm Random","13270","0.1772",""
"Jarvis Algorithm Random","13280","0.1601",""
"Jarvis Algorithm Random","13290","0.1928",""
"Jarvis Algorithm Random","13300","0.2255",""
"Jarvis Algorithm Random","13310","0.1603",""
"Jarvis Algorithm Random","13320","0.2022",""
"Jarvis Algorithm Random","13330","0.1584",""
"Jarvis Algorithm Random","13340","0.1971",""
"Jarvis Algorithm Random","13350","0.1778",""
"Jarvis Algorithm Random","13360","0.1928",""
"Jarvis Algorithm Random","13370","0.2459",""
"Jarvis Algorithm Random","13380","0.1557",""
"Jarvis Algorithm Random","13390","0.1676",""
"Jarvis Algorithm Random","13400","0.1328",""
"Jarvis Algorithm Random","13410","0.1735",""
"Jarvis Algorithm Random","13420","0.1981",""
"Jarvis Algorithm Random","13430","0.204",""
"Jarvis Algorithm Random","13440","0.1546",""
"Jarvis Algorithm Random","13450","0.1866",""
"Jarvis Algorithm Random","13460","0.2429",""
"Jarvis Algorithm Random","13470","0.1574",""
"Jarvis Algorithm Random","13480","0.1562",""
"Jarvis Algorithm Random","13490","0.1915",""
"Jarvis Algorithm Random","13500","0.159",""
"Jarvis Algorithm Random","13510","0.1876",""
"Jarvis Algorithm Random","13520","0.1733",""
"Jarvis Algorithm Random","13530","0.176",""
"Jarvis Algorithm Random","13540","0.1487",""
"Jarvis Algorithm Random","13550","0.1955",""
"Jarvis Algorithm Random","13560","0.2073",""
"Jarvis Algorithm Random","13570","0.2162",""
"Jarvis Algorithm Random","13580","0.1566",""
"Jarvis Algorithm Random","13590","0.1756",""
"Jarvis Algorithm Random","13600","0.1432",""
"Jarvis Algorithm Random","13610","0.1991",""
"Jarvis Algorithm Random","13620","0.1891",""
"Jarvis Algorithm Random","13630","0.195",""
"Jarvis Algorithm Random","13640","0.1874",""
"Jarvis Algorithm Random","13650","0.1864",""
"Jarvis Algorithm Random","13660","0.1502",""
"Jarvis Algorithm Random","13670","0.1943",""
"Jarvis Algorithm Random","13680","0.1908",""
"Jarvis Algorithm Random","13690","0.2402",""
"Jarvis Algorithm Random","13700","0.1859",""
"Jarvis Algorithm Random","13710","0.2101",""
"Jarvis Algorithm Random","13720","0.1756",""
"Jarvis Algorithm Random","13730","0.183",""
"Jarvis Algorithm Random","13740","0.2333",""
"Jarvis Algorithm Random","13750","0.1871",""
"Jarvis Algorithm Random","13760","0.4114",""
"Jarvis Algorithm Random","13770","0.3647",""
"Jarvis Algorithm Random","13780","0.2125",""
"Jarvis Algorithm Random","13790","0.202",""
"Jarvis Algorithm Random","13800","0.2028",""
"Jarvis Algorithm Random","13810","0.2373",""
"Jarvis Algorithm Random","13820","0.2247",""
"Jarvis Algorithm Random","13830","0.2007",""
"Jarvis Algorithm Random","13840","0.2354",""
"Jarvis Algorithm Random","13850","0.2146",""
"Jarvis Algorithm Random","13860","0.1601",""
"Jarvis Algorithm Random","13870","0.2028",""
"Jarvis Algorithm Random","13880","0.2113",""
"Jarvis Algorithm Random","13890","0.3165",""
"Jarvis Algorithm Random","13900","0.1857",""
"Jarvis Algorithm Random","13910","0.2254",""
"Jarvis Algorithm Random","13920","0.1877",""
"Jarvis Algorithm Random","13930","0.1617",""
"Jarvis Algorithm Random","13940","0.1932",""
"Jarvis Algorithm Random","13950","0.2126",""
"Jarvis Algorithm Random","13960","0.1863",""
"Jarvis Algorithm Random","13970","0.1805",""
"Jarvis Algorithm Random","13980","0.185",""
"Jarvis Algorithm Random","13990","0.2276",""
"Jarvis Algorithm Random","14000","0.2069",""
"Jarvis Algorithm Random","14010","0.1868",""
"Jarvis Algorithm Random","14020","0.1911",""
"Jarvis Algorithm Random","14030","0.1604",""
"Jarvis Algorithm Random","14040","0.3126",""
"Jarvis Algorithm Random","14050","0.279",""
"Jarvis Algorithm Random","14060","0.2907",""
"Jarvis Algorithm Random","14070","0.2808",""
"Jarvis Algorithm Random","14080","0.2527",""
"Jarvis Algorithm Random","14090","0.2676",""
"Jarvis Algorithm Random","14100","0.2694",""
"Jarvis Algorithm Random","14110","0.2779",""
"Jarvis Algorithm Random","14120","0.2505",""
"Jarvis Algorithm Random","14130","0.2661",""
"Jarvis Algorithm Random","14140","0.2079",""
"Jarvis Algorithm Random","14150","0.202",""
"Jarvis Algorithm Random","14160","0.1569",""
"Jarvis Algorithm Random","14170","0.1883",""
"Jarvis Algorithm Random","14180","0.1614",""
"Jarvis Algorithm Random","14190","0.1485",""
"Jarvis Algorithm Random","14200","0.2037",""
"Jarvis Algorithm Random","14210","0.1886",""
"Jarvis Algorithm Random","14220","0.1739",""
"Jarvis Algorithm Random","14230","0.1749",""
"Jarvis Algorithm Random","14240","0.1759",""
"Jarvis Algorithm Random","14250","0.1746",""
"Jarvis Algorithm Random","14260","0.1956",""
"Jarvis Algorithm Random","14270","0.2027",""
"Jarvis Algorithm Random","14280","0.1648",""
"Jarvis Algorithm Random","14290","0.1615",""
"Jarvis Algorithm Random","14300","0.1823",""
"Jarvis Algorithm Random","14310","0.2039",""
"Jarvis Algorithm Random","14320","0.1496",""
"Jarvis Algorithm Random","14330","0.1778",""
"Jarvis Algorithm Random","14340","0.1786",""
"Jarvis Algorithm Random","14350","0.1716",""
"Jarvis Algorithm Random","14360","0.1928",""
"Jarvis Algorithm Random","14370","0.1847",""
"Jarvis Algorithm Random","14380","0.1877",""
"Jarvis Algorithm Random","14390","0.1584",""
"Jarvis Algorithm Random","14400","0.1988",""
"Jarvis Algorithm Random","14410","0.1921",""
"Jarvis Algorithm Random","14420","0.1913",""
"Jarvis Algorithm Random","14430","0.1398",""
"Jarvis Algorithm Random","14440","0.1935",""
"Jarvis Algorithm Random","14450","0.172",""
"Jarvis Algorithm Random","14460","0.197",""
"Jarvis Algorithm Random","14470","0.1747",""
"Jarvis Algorithm Random","14480","0.194",""
"Jarvis Algorithm Random","14490","0.1536",""
"Jarvis Algorithm Random","14500","0.2254",""
"Jarvis Algorithm Random","14510","0.2648",""
"Jarvis Algorithm Random","14520","0.276",""
"Jarvis Algorithm Random","14530","0.2498",""
"Jarvis Algorithm Random","14540","0.2458",""
"Jarvis Algorithm Random","14550","0.1784",""
"Jarvis Algorithm Random","14560","0.2228",""
"Jarvis Algorithm Random","14570","0.1822",""
"Jarvis Algorithm Random","14580","0.2554",""
"Jarvis Algorithm Random","14590","0.2021",""
"Jarvis Algorithm Random","14600","0.1659",""
"Jarvis Algorithm Random","14610","0.1748",""
"Jarvis Algorithm Random","14620","0.2822",""
"Jarvis Algorithm Random","14630","0.2007",""
"Jarvis Algorithm Random","14640","0.1918",""
"Jarvis Algorithm Random","14650","0.2294",""
"Jarvis Algorithm Random","14660","0.2467",""
"Jarvis Algorithm Random","14670","0.157",""
"Jarvis Algorithm Random","14680","0.204",""
"Jarvis Algorithm Random","14690","0.2716",""
"Jarvis Algorithm Random","14700","0.3069",""
"Jarvis Algorithm Random","14710","0.2273",""
"Jarvis Algorithm Random","14720","0.188",""
"Jarvis Algorithm Random","14730","0.2091",""
"Jarvis Algorithm Random","14740","0.1931",""
"Jarvis Algorithm Random","14750","0.2036",""
"Jarvis Algorithm Random","14760","0.2216",""
"Jarvis Algorithm Random","14770","0.2384",""
"Jarvis Algorithm Random","14780","0.2424",""
"Jarvis Algorithm Random","14790","0.1622",""
"Jarvis Algorithm Random","14800","0.2123",""
"Jarvis Algorithm Random","14810","0.2163",""
"Jarvis Algorithm Random","14820","0.1973",""
"Jarvis Algorithm Random","14830","0.2045",""
"Jarvis Algorithm Random","14840","0.1403",""
"Jarvis Algorithm Random","14850","0.2245",""
"Jarvis Algorithm Random","14860","0.1873",""
"Jarvis Algorithm Random","14870","0.2034",""
"Jarvis Algorithm Random","14880","0.2215",""
"Jarvis Algorithm Random","14890","0.1722",""
"Jarvis Algorithm Random","14900","0.2174",""
"Jarvis Algorithm Random","14910","0.1803",""
"Jarvis Algorithm Random","14920","0.1647",""
"Jarvis Algorithm Random","14930","0.212",""
"Jarvis Algorithm Random","14940","0.2272",""
"Jarvis Algorithm Random","14950","0.2239",""
"Jarvis Algorithm Random","14960","0.1556",""
"Jarvis Algorithm Random","14970","0.1743",""
"Jarvis Algorithm Random","14980","0.1659",""
"Jarvis Algorithm Random","14990","0.1985",""
"Jarvis Algorithm Random","15000","0.1887",""
"Jarvis Algorithm Random","15010","0.1831",""
"Jarvis Algorithm Random","15020","0.1499",""
"Jarvis Algorithm Random","15030","0.2094",""
"Jarvis Algorithm Random","15040","0.1881",""
"Jarvis Algorithm Random","15050","0.2227",""
"Jarvis Algorithm Random","15060","0.1654",""
"Jarvis Algorithm Random","15070","0.2521",""
"Jarvis Algorithm Random","15080","0.2762",""
"Jarvis Algorithm Random","15090","0.2898",""
"Jarvis Algorithm Random","15100","0.5259",""
"Jarvis Algorithm Random","15110","0.3873",""
"Jarvis Algorithm Random","15120","0.3262",""
"Jarvis Algorithm Random","15130","0.4153",""
"Jarvis Algorithm Random","15140","0.5928",""
"Jarvis Algorithm Random","15150","0.7018",""
"Jarvis Algorithm Random","15160","0.8547",""
"Jarvis Algorithm Random","15170","0.5857",""
"Jarvis Algorithm Random","15180","0.5617",""
"Jarvis Algorithm Random","15190","0.3717",""
"Jarvis Algorithm Random","15200","0.2637",""
"Jarvis Algorithm Random","15210","0.219",""
"Jarvis Algorithm Random","15220","0.2828",""
"Jarvis Algorithm Random","15230","0.2209",""
"Jarvis Algorithm Random","15240","0.5506",""
"Jarvis Algorithm Random","15250","0.4932",""
"Jarvis Algorithm Random","15260","0.4246",""
"Jarvis Algorithm Random","15270","0.3391",""
"Jarvis Algorithm Random","15280","0.3865",""
"Jarvis Algorithm Random","15290","0.2252",""
"Jarvis Algorithm Random","15300","0.1988",""
"Jarvis Algorithm Random","15310","0.1658",""
"Jarvis Algorithm Random","15320","0.2211",""
"Jarvis Algorithm Random","15330","0.1795",""
"Jarvis Algorithm Random","15340","0.26",""
"Jarvis Algorithm Random","15350","0.1587",""
"Jarvis Algorithm Random","15360","0.1818",""
"Jarvis Algorithm Random","15370","0.2048",""
"Jarvis Algorithm Random","15380","0.1688",""
"Jarvis Algorithm Random","15390","0.2761",""
"Jarvis Algorithm Random","15400","0.3597",""
"Jarvis Algorithm Random","15410","0.2758",""
"Jarvis Algorithm Random","15420","0.2097",""
"Jarvis Algorithm Random","15430","0.1861",""
"Jarvis Algorithm Random","15440","0.1518",""
"Jarvis Algorithm Random","15450","0.2973",""
"Jarvis Algorithm Random","15460","0.2341",""
"Jarvis Algorithm Random","15470","0.2842",""
"Jarvis Algorithm Random","15480","0.248",""
"Jarvis Algorithm Random","15490","0.2102",""
"Jarvis Algorithm Random","15500","0.2076",""
"Jarvis Algorithm Random","15510","0.191",""
"Jarvis Algorithm Random","15520","0.2281",""
"Jarvis Algorithm Random","15530","0.1684",""
"Jarvis Algorithm Random","15540","0.2137",""
"Jarvis Algorithm Random","15550","0.3035",""
"Jarvis Algorithm Random","15560","0.2199",""
"Jarvis Algorithm Random","15570","0.2231",""
"Jarvis Algorithm Random","15580","0.1999",""
"Jarvis Algorithm Random","15590","0.2253",""
"Jarvis Algorithm Random","15600","0.2133",""
"Jarvis Algorithm Random","15610","0.2385",""
"Jarvis Algorithm Random","15620","0.2317",""
"Jarvis Algorithm Random","15630","0.2394",""
"Jarvis Algorithm Random","15640","0.2407",""
"Jarvis Algorithm Random","15650","0.1874",""
"Jarvis Algorithm Random","15660","0.3087",""
"Jarvis Algorithm Random","15670","0.2571",""
"Jarvis Algorithm Random","15680","0.2075",""
"Jarvis Algorithm Random","15690","0.1877",""
"Jarvis Algorithm Random","15700","0.2688",""
"Jarvis Algorithm Random","15710","0.2426",""
"Jarvis Algorithm Random","15720","0.2448",""
"Jarvis Algorithm Random","15730","0.2533",""
"Jarvis Algorithm Random","15740","0.2165",""
"Jarvis Algorithm Random","15750","0.1927",""
"Jarvis Algorithm Random","15760","0.231",""
"Jarvis Algorithm Random","15770","0.2706",""
"Jarvis Algorithm Random","15780","0.2192",""
"Jarvis Algorithm Random","15790","0.1873",""
"Jarvis Algorithm Random","15800","0.2777",""
"Jarvis Algorithm Random","15810","0.2083",""
"Jarvis Algorithm Random","15820","0.2344",""
"Jarvis Algorithm Random","15830","0.2196",""
"Jarvis Algorithm Random","15840","0.1729",""
"Jarvis Algorithm Random","15850","0.2587",""
"Jarvis Algorithm Random","15860","0.2918",""
"Jarvis Algorithm Random","15870","0.197",""
"Jarvis Algorithm Random","15880","0.2798",""
"Jarvis Algorithm Random","15890","0.3002",""
"Jarvis Algorithm Random","15900","0.2005",""
"Jarvis Algorithm Random","15910","0.2699",""
"Jarvis Algorithm Random","15920","0.2418",""
"Jarvis Algorithm Random","15930","0.2679",""
"Jarvis Algorithm Random","15940","0.2255",""
"Jarvis Algorithm Random","15950","0.1908",""
"Jarvis Algorithm Random","15960","0.2579",""
"Jarvis Algorithm Random","15970","0.1837",""
"Jarvis Algorithm Random","15980","0.1785",""
"Jarvis Algorithm Random","15990","0.2408",""
"Jarvis Algorithm Random","16000","0.1753",""
"Jarvis Algorithm Random","16010","0.1828",""
"Jarvis Algorithm Random","16020","0.1901",""
"Jarvis Algorithm Random","16030","0.2109",""
"Jarvis Algorithm Random","16040","0.2097",""
"Jarvis Algorithm Random","16050","0.1968",""
"Jarvis Algorithm Random","16060","0.1741",""
"Jarvis Algorithm Random","16070","0.2155",""
"Jarvis Algorithm Random","16080","0.2068",""
"Jarvis Algorithm Random","16090","0.223",""
"Jarvis Algorithm Random","16100","0.243",""
"Jarvis Algorithm Random","16110","0.2237",""
"Jarvis Algorithm Random","16120","0.2528",""
"Jarvis Algorithm Random","16130","0.2088",""
"Jarvis Algorithm Random","16140","0.2347",""
"Jarvis Algorithm Random","16150","0.2873",""
"Jarvis Algorithm Random","16160","0.2346",""
"Jarvis Algorithm Random","16170","0.1935",""
"Jarvis Algorithm Random","16180","0.2345",""
"Jarvis Algorithm Random","16190","0.3132",""
"Jarvis Algorithm Random","16200","0.246",""
"Jarvis Algorithm Random","16210","0.2284",""
"Jarvis Algorithm Random","16220","0.1954",""
"Jarvis Algorithm Random","16230","0.2702",""
"Jarvis Algorithm Random","16240","0.2549",""
"Jarvis Algorithm Random","16250","0.2479",""
"Jarvis Algorithm Random","16260","0.2051",""
"Jarvis Algorithm Random","16270","0.2668",""
"Jarvis Algorithm Random","16280","0.2696",""
"Jarvis Algorithm Random","16290","0.2774",""
"Jarvis Algorithm Random","16300","0.3307",""
"Jarvis Algorithm Random","16310","0.2028",""
"Jarvis Algorithm Random","16320","0.3045",""
"Jarvis Algorithm Random","16330","0.2903",""
"Jarvis Algorithm Random","16340","0.2835",""
"Jarvis Algorithm Random","16350","0.2476",""
"Jarvis Algorithm Random","16360","0.2583",""
"Jarvis Algorithm Random","16370","0.2919",""
"Jarvis Algorithm Random","16380","0.2784",""
"Jarvis Algorithm Random","16390","0.2583",""
"Jarvis Algorithm Random","16400","0.3406",""
"Jarvis Algorithm Random","16410","0.2112",""
"Jarvis Algorithm Random","16420","0.203",""
"Jarvis Algorithm Random","16430","0.1985",""
"Jarvis Algorithm Random","16440","0.2258",""
"Jarvis Algorithm Random","16450","0.3187",""
"Jarvis Algorithm Random","16460","0.9935",""
"Jarvis Algorithm Random","16470","0.5667",""
"Jarvis Algorithm Random","16480","0.4072",""
"Jarvis Algorithm Random","16490","0.2774",""
"Jarvis Algorithm Random","16500","0.2631",""
"Jarvis Algorithm Random","16510","0.1808",""
"Jarvis Algorithm Random","16520","0.2354",""
"Jarvis Algorithm Random","16530","0.2464",""
"Jarvis Algorithm Random","16540","0.4963",""
"Jarvis Algorithm Random","16550","0.2532",""
"Jarvis Algorithm Random","16560","0.2769",""
"Jarvis Algorithm Random","16570","0.2813",""
"Jarvis Algorithm Random","16580","0.2273",""
"Jarvis Algorithm Random","16590","0.2598",""
"Jarvis Algorithm Random","16600","0.1695",""
"Jarvis Algorithm Random","16610","0.3237",""
"Jarvis Algorithm Random","16620","0.2185",""
"Jarvis Algorithm Random","16630","0.3399",""
"Jarvis Algorithm Random","16640","0.2115",""
"Jarvis Algorithm Random","16650","0.2475",""
"Jarvis Algorithm Random","16660","0.2744",""
"Jarvis Algorithm Random","16670","0.28",""
"Jarvis Algorithm Random","16680","0.2842",""
"Jarvis Algorithm Random","16690","0.2054",""
"Jarvis Algorithm Random","16700","0.2359",""
"Jarvis Algorithm Random","16710","0.2654",""
"Jarvis Algorithm Random","16720","0.7436",""
"Jarvis Algorithm Random","16730","0.5869",""
"Jarvis Algorithm Random","16740","0.4141",""
"Jarvis Algorithm Random","16750","0.4335",""
"Jarvis Algorithm Random","16760","0.2088",""
"Jarvis Algorithm Random","16770","0.1986",""
"Jarvis Algorithm Random","16780","0.2314",""
"Jarvis Algorithm Random","16790","0.2541",""
"Jarvis Algorithm Random","16800","0.3298",""
"Jarvis Algorithm Random","16810","0.2142",""
"Jarvis Algorithm Random","16820","0.2735",""
"Jarvis Algorithm Random","16830","0.2066",""
"Jarvis Algorithm Random","16840","0.2583",""
"Jarvis Algorithm Random","16850","0.2178",""
"Jarvis Algorithm Random","16860","0.4262",""
"Jarvis Algorithm Random","16870","0.2299",""
"Jarvis Algorithm Random","16880","0.2867",""
"Jarvis Algorithm Random","16890","0.2501",""
"Jarvis Algorithm Random","16900","0.3155",""
"Jarvis Algorithm Random","16910","0.2489",""
"Jarvis Algorithm Random","16920","0.2258",""
"Jarvis Algorithm Random","16930","0.2709",""
"Jarvis Algorithm Random","16940","0.2246",""
"Jarvis Algorithm Random","16950","0.2051",""
"Jarvis Algorithm Random","16960","0.2678",""
"Jarvis Algorithm Random","16970","0.2697",""
"Jarvis Algorithm Random","16980","0.2749",""
"Jarvis Algorithm Random","16990","0.2995",""
"Jarvis Algorithm Random","17000","0.2372",""
"Jarvis Algorithm Random","17010","0.2927",""
"Jarvis Algorithm Random","17020","0.1792",""
"Jarvis Algorithm Random","17030","0.232",""
"Jarvis Algorithm Random","17040","0.2675",""
"Jarvis Algorithm Random","17050","0.2538",""
"Jarvis Algorithm Random","17060","0.2654",""
"Jarvis Algorithm Random","17070","0.2604",""
"Jarvis Algorithm Random","17080","0.2338",""
"Jarvis Algorithm Random","17090","0.2617",""
"Jarvis Algorithm Random","17100","0.316",""
"Jarvis Algorithm Random","17110","0.2623",""
"Jarvis Algorithm Random","17120","0.296",""
"Jarvis Algorithm Random","17130","0.2836",""
"Jarvis Algorithm Random","17140","0.2484",""
"Jarvis Algorithm Random","17150","0.2969",""
"Jarvis Algorithm Random","17160","0.2584",""
"Jarvis Algorithm Random","17170","0.2101",""
"Jarvis Algorithm Random","17180","0.2793",""
"Jarvis Algorithm Random","17190","0.2585",""
"Jarvis Algorithm Random","17200","0.2881",""
"Jarvis Algorithm Random","17210","0.3347",""
"Jarvis Algorithm Random","17220","0.1728",""
"Jarvis Algorithm Random","17230","0.3044",""
"Jarvis Algorithm Random","17240","0.3093",""
"Jarvis Algorithm Random","17250","0.2449",""
"Jarvis Algorithm Random","17260","0.268",""
"Jarvis Algorithm Random","17270","0.2936",""
"Jarvis Algorithm Random","17280","0.2454",""
"Jarvis Algorithm Random","17290","0.2728",""
"Jarvis Algorithm Random","17300","0.2359",""
"Jarvis Algorithm Random","17310","0.2879",""
"Jarvis Algorithm Random","17320","0.3003",""
"Jarvis Algorithm Random","17330","0.2588",""
"Jarvis Algorithm Random","17340","0.2706",""
"Jarvis Algorithm Random","17350","0.3085",""
"Jarvis Algorithm Random","17360","0.219",""
"Jarvis Algorithm Random","17370","0.1784",""
"Jarvis Algorithm Random","17380","0.2295",""
"Jarvis Algorithm Random","17390","0.3249",""
"Jarvis Algorithm Random","17400","0.3333",""
"Jarvis Algorithm Random","17410","0.2847",""
"Jarvis Algorithm Random","17420","0.3043",""
"Jarvis Algorithm Random","17430","0.2503",""
"Jarvis Algorithm Random","17440","0.2372",""
"Jarvis Algorithm Random","17450","0.2194",""
"Jarvis Algorithm Random","17460","0.34",""
"Jarvis Algorithm Random","17470","0.2514",""
"Jarvis Algorithm Random","17480","0.2461",""
"Jarvis Algorithm Random","17490","0.2753",""
"Jarvis Algorithm Random","17500","0.2506",""
"Jarvis Algorithm Random","17510","0.2346",""
"Jarvis Algorithm Random","17520","0.2487",""
"Jarvis Algorithm Random","17530","0.2758",""
"Jarvis Algorithm Random","17540","0.2516",""
"Jarvis Algorithm Random","17550","0.2426",""
"Jarvis Algorithm Random","17560","0.3375",""
"Jarvis Algorithm Random","17570","0.28",""
"Jarvis Algorithm Random","17580","0.2707",""
"Jarvis Algorithm Random","17590","0.433",""
"Jarvis Algorithm Random","17600","1.1878",""
"Jarvis Algorithm Random","17610","0.3855",""
"Jarvis Algorithm Random","17620","0.2896",""
"Jarvis Algorithm Random","17630","0.2772",""
"Jarvis Algorithm Random","17640","0.3462",""
"Jarvis Algorithm Random","17650","0.2713",""
"Jarvis Algorithm Random","17660","0.2287",""
"Jarvis Algorithm Random","17670","0.2486",""
"Jarvis Algorithm Random","17680","0.2639",""
"Jarvis Algorithm Random","17690","0.2915",""
"Jarvis Algorithm Random","17700","0.2963",""
"Jarvis Algorithm Random","17710","0.3675",""
"Jarvis Algorithm Random","17720","0.2366",""
"Jarvis Algorithm Random","17730","0.3189",""
"Jarvis Algorithm Random","17740","0.5836",""
"Jarvis Algorithm Random","17750","0.6251",""
"Jarvis Algorithm Random","17760","0.4657",""
"Jarvis Algorithm Random","17770","0.4332",""
"Jarvis Algorithm Random","17780","0.2571",""
"Jarvis Algorithm Random","17790","0.2678",""
"Jarvis Algorithm Random","17800","0.2686",""
"Jarvis Algorithm Random","17810","0.228",""
"Jarvis Algorithm Random","17820","0.1963",""
"Jarvis Algorithm Random","17830","0.2454",""
"Jarvis Algorithm Random","17840","0.3155",""
"Jarvis Algorithm Random","17850","0.2451",""
"Jarvis Algorithm Random","17860","0.646",""
"Jarvis Algorithm Random","17870","0.6923",""
"Jarvis Algorithm Random","17880","0.8163",""
"Jarvis Algorithm Random","17890","0.5677",""
"Jarvis Algorithm Random","17900","0.5834",""
"Jarvis Algorithm Random","17910","0.4494",""
"Jarvis Algorithm Random","17920","0.2712",""
"Jarvis Algorithm Random","17930","0.2954",""
"Jarvis Algorithm Random","17940","0.2566",""
"Jarvis Algorithm Random","17950","0.232",""
"Jarvis Algorithm Random","17960","0.3109",""
"Jarvis Algorithm Random","17970","0.2915",""
"Jarvis Algorithm Random","17980","0.354",""
"Jarvis Algorithm Random","17990","0.425",""
"Jarvis Algorithm Random","18000","0.3426",""
"Jarvis Algorithm Random","18010","0.2415",""
"Jarvis Algorithm Random","18020","0.2602",""
"Jarvis Algorithm Random","18030","0.258",""
"Jarvis Algorithm Random","18040","0.2567",""
"Jarvis Algorithm Random","18050","0.2678",""
"Jarvis Algorithm Random","18060","0.2922",""
"Jarvis Algorithm Random","18070","1.3215",""
"Jarvis Algorithm Random","18080","0.4963",""
"Jarvis Algorithm Random","18090","0.4152",""
"Jarvis Algorithm Random","18100","0.4686",""
"Jarvis Algorithm Random","18110","0.2642",""
"Jarvis Algorithm Random","18120","0.1914",""
"Jarvis Algorithm Random","18130","0.3469",""
"Jarvis Algorithm Random","18140","0.211",""
