"A","B","C","D"
"Graham Scan Random","11720","0.0339",""
"Graham Scan Random","11730","0.0339",""
"Graham Scan Random","11740","0.0511",""
"Graham Scan Random","11750","0.0486",""
"Graham Scan Random","11760","0.0531",""
"Graham Scan Random","11770","0.0499",""
"Graham Scan Random","11780","0.0483",""
"Graham Scan Random","11790","0.0383",""
"Graham Scan Random","11800","0.0336",""
"Graham Scan Random","11810","0.0343",""
"Graham Scan Random","11820","0.0332",""
"Graham Scan Random","11830","0.0325",""
"Graham Scan Random","11840","0.0345",""
"Graham Scan Random","11850","0.0369",""
"Graham Scan Random","11860","0.0411",""
"Graham Scan Random","11870","0.0331",""
"Graham Scan Random","11880","0.0364",""
"Graham Scan Random","11890","0.0362",""
"Graham Scan Random","11900","0.0362",""
"Graham Scan Random","11910","0.0354",""
"Graham Scan Random","11920","0.0345",""
"Graham Scan Random","11930","0.0351",""
"Graham Scan Random","11940","0.0351",""
"Graham Scan Random","11950","0.0349",""
"Graham Scan Random","11960","0.0412",""
"Graham Scan Random","11970","0.0371",""
"Graham Scan Random","11980","0.0361",""
"Graham Scan Random","11990","0.0371",""
"Graham Scan Random","12000","0.039",""
"Graham Scan Random","12010","0.0352",""
"Graham Scan Random","12020","0.035",""
"Graham Scan Random","12030","0.0346",""
"Graham Scan Random","12040","0.0348",""
"Graham Scan Random","12050","0.0377",""
"Graham Scan Random","12060","0.0386",""
"Graham Scan Random","12070","0.0484",""
"Graham Scan Random","12080","0.0387",""
"Graham Scan Random","12090","0.0372",""
"Graham Scan Random","12100","0.0369",""
"Graham Scan Random","12110","0.0365",""
"Graham Scan Random","12120","0.0346",""
"Graham Scan Random","12130","0.0381",""
"Graham Scan Random","12140","0.0461",""
"Graham Scan Random","12150","0.0397",""
"Graham Scan Random","12160","0.0368",""
"Graham Scan Random","12170","0.0359",""
"Graham Scan Random","12180","0.0382",""
"Graham Scan Random","12190","0.038",""
"Graham Scan Random","12200","0.0373",""
"Graham Scan Random","12210","0.0366",""
"Graham Scan Random","12220","0.0372",""
"Graham Scan Random","12230","0.0366",""
"Graham Scan Random","12240","0.0452",""
"Graham Scan Random","12250","0.0396",""
"Graham Scan Random","12260","0.0367",""
"Graham Scan Random","12270","0.042",""
"Graham Scan Random","12280","0.0416",""
"Graham Scan Random","12290","0.0425",""
"Graham Scan Random","12300","0.0358",""
"Graham Scan Random","12310","0.0357",""
"Graham Scan Random","12320","0.0453",""
"Graham Scan Random","12330","0.0445",""
"Graham Scan Random","12340","0.0536",""
"Graham Scan Random","12350","0.0368",""
"Graham Scan Random","12360","0.0357",""
"Graham Scan Random","12370","0.0364",""
"Graham Scan Random","12380","0.0359",""
"Graham Scan Random","12390","0.0369",""
"Graham Scan Random","12400","0.0366",""
"Graham Scan Random","12410","0.0376",""
"Graham Scan Random","12420","0.0368",""
"Graham Scan Random","12430","0.0422",""
"Graham Scan Random","12440","0.0364",""
"Graham Scan Random","12450","0.0392",""
"Graham Scan Random","12460","0.0395",""
"Graham Scan Random","12470","0.0585",""
"Graham Scan Random","12480","0.0416",""
"Graham Scan Random","12490","0.0379",""
"Graham Scan Random","12500","0.0365",""
"Graham Scan Random","12510","0.0397",""
"Graham Scan Random","12520","0.0475",""
"Graham Scan Random","12530","0.0372",""
"Graham Scan Random","12540","0.0385",""
"Graham Scan Random","12550","0.0373",""
"Graham Scan Random","12560","0.0369",""
"Graham Scan Random","12570","0.0372",""
"Graham Scan Random","12580","0.0386",""
"Graham Scan Random","12590","0.0371",""
"Graham Scan Random","12600","0.0367",""
"Graham Scan Random","12610","0.039",""
"Graham Scan Random","12620","0.0419",""
"Graham Scan Random","12630","0.0401",""
"Graham Scan Random","12640","0.0468",""
"Graham Scan Random","12650","0.0379",""
"Graham Scan Random","12660","0.0368",""
"Graham Scan Random","12670","0.0486",""
"Graham Scan Random","12680","0.0384",""
"Graham Scan Random","12690","0.0375",""
"Graham Scan Random","12700","0.0382",""
"Graham Scan Random","12710","0.0475",""
"Graham Scan Random","12720","0.0391",""
"Graham Scan Random","12730","0.0383",""
"Graham Scan Random","12740","0.0369",""
"Graham Scan Random","12750","0.0386",""
"Graham Scan Random","12760","0.0376",""
"Graham Scan Random","12770","0.0373",""
"Graham Scan Random","12780","0.0411",""
"Graham Scan Random","12790","0.038",""
"Graham Scan Random","12800","0.0393",""
"Graham Scan Random","12810","0.0375",""
"Graham Scan Random","12820","0.0377",""
"Graham Scan Random","12830","0.0399",""
"Graham Scan Random","12840","0.0374",""
"Graham Scan Random","12850","0.0373",""
"Graham Scan Random","12860","0.0546",""
"Graham Scan Random","12870","0.0399",""
"Graham Scan Random","12880","0.0391",""
"Graham Scan Random","12890","0.0406",""
"Graham Scan Random","12900","0.0481",""
"Graham Scan Random","12910","0.0385",""
"Graham Scan Random","12920","0.0382",""
"Graham Scan Random","12930","0.0384",""
"Graham Scan Random","12940","0.0403",""
"Graham Scan Random","12950","0.0386",""
"Graham Scan Random","12960","0.0394",""
"Graham Scan Random","12970","0.0396",""
"Graham Scan Random","12980","0.0433",""
"Graham Scan Random","12990","0.0401",""
"Graham Scan Random","13000","0.0395",""
"Graham Scan Random","13010","0.0395",""
"Graham Scan Random","13020","0.0385",""
"Graham Scan Random","13030","0.039",""
"Graham Scan Random","13040","0.0385",""
"Graham Scan Random","13050","0.0547",""
"Graham Scan Random","13060","0.0526",""
"Graham Scan Random","13070","0.0469",""
"Graham Scan Random","13080","0.0427",""
"Graham Scan Random","13090","0.0396",""
"Graham Scan Random","13100","0.0384",""
"Graham Scan Random","13110","0.0387",""
"Graham Scan Random","13120","0.0388",""
"Graham Scan Random","13130","0.0381",""
"Graham Scan Random","13140","0.0398",""
"Graham Scan Random","13150","0.0383",""
"Graham Scan Random","13160","0.0435",""
"Graham Scan Random","13170","0.0384",""
"Graham Scan Random","13180","0.0394",""
"Graham Scan Random","13190","0.0389",""
"Graham Scan Random","13200","0.0396",""
"Graham Scan Random","13210","0.0387",""
"Graham Scan Random","13220","0.0465",""
"Graham Scan Random","13230","0.0408",""
"Graham Scan Random","13240","0.0408",""
"Graham Scan Random","13250","0.0671",""
"Graham Scan Random","13260","0.0417",""
"Graham Scan Random","13270","0.0407",""
"Graham Scan Random","13280","0.0397",""
"Graham Scan Random","13290","0.0393",""
"Graham Scan Random","13300","0.039",""
"Graham Scan Random","13310","0.0385",""
"Graham Scan Random","13320","0.0395",""
"Graham Scan Random","13330","0.0409",""
"Graham Scan Random","13340","0.0418",""
"Graham Scan Random","13350","0.0411",""
"Graham Scan Random","13360","0.0399",""
"Graham Scan Random","13370","0.0411",""
"Graham Scan Random","13380","0.039",""
"Graham Scan Random","13390","0.0393",""
"Graham Scan Random","13400","0.0533",""
"Graham Scan Random","13410","0.0616",""
"Graham Scan Random","13420","0.1267",""
"Graham Scan Random","13430","0.0605",""
"Graham Scan Random","13440","0.0544",""
"Graham Scan Random","13450","0.0561",""
"Graham Scan Random","13460","0.0558",""
"Graham Scan Random","13470","0.0483",""
"Graham Scan Random","13480","0.0435",""
"Graham Scan Random","13490","0.0566",""
"Graham Scan Random","13500","0.0669",""
"Graham Scan Random","13510","0.054",""
"Graham Scan Random","13520","0.0515",""
"Graham Scan Random","13530","0.041",""
"Graham Scan Random","13540","0.0395",""
"Graham Scan Random","13550","0.05",""
"Graham Scan Random","13560","0.0395",""
"Graham Scan Random","13570","0.0501",""
"Graham Scan Random","13580","0.0482",""
"Graham Scan Random","13590","0.0473",""
"Graham Scan Random","13600","0.0456",""
"Graham Scan Random","13610","0.0548",""
"Graham Scan Random","13620","0.0665",""
"Graham Scan Random","13630","0.0509",""
"Graham Scan Random","13640","0.0505",""
"Graham Scan Random","13650","0.0506",""
"Graham Scan Random","13660","0.0467",""
"Graham Scan Random","13670","0.042",""
"Graham Scan Random","13680","0.0424",""
"Graham Scan Random","13690","0.0431",""
"Graham Scan Random","13700","0.0533",""
"Graham Scan Random","13710","0.0508",""
"Graham Scan Random","13720","0.0681",""
"Graham Scan Random","13730","0.0525",""
"Graham Scan Random","13740","0.0522",""
"Graham Scan Random","13750","0.0585",""
"Graham Scan Random","13760","0.0527",""
"Graham Scan Random","13770","0.054",""
"Graham Scan Random","13780","0.0513",""
"Graham Scan Random","13790","0.0486",""
"Graham Scan Random","13800","0.0472",""
"Graham Scan Random","13810","0.0463",""
"Graham Scan Random","13820","0.0468",""
"Graham Scan Random","13830","0.0493",""
"Graham Scan Random","13840","0.0585",""
"Graham Scan Random","13850","0.0507",""
"Graham Scan Random","13860","0.0485",""
"Graham Scan Random","13870","0.0661",""
"Graham Scan Random","13880","0.0503",""
"Graham Scan Random","13890","0.0539",""
"Graham Scan Random","13900","0.0522",""
"Graham Scan Random","13910","0.0513",""
"Graham Scan Random","13920","0.0867",""
"Graham Scan Random","13930","0.0455",""
"Graham Scan Random","13940","0.0428",""
"Graham Scan Random","13950","0.0407",""
"Graham Scan Random","13960","0.0419",""
"Graham Scan Random","13970","0.0452",""
"Graham Scan Random","13980","0.0637",""
"Graham Scan Random","13990","0.0651",""
"Graham Scan Random","14000","0.0653",""
"Graham Scan Random","14010","0.0859",""
"Graham Scan Random","14020","0.0968",""
"Graham Scan Random","14030","0.068",""
"Graham Scan Random","14040","0.0675",""
"Graham Scan Random","14050","0.0511",""
"Graham Scan Random","14060","0.0531",""
"Graham Scan Random","14070","0.0586",""
"Graham Scan Random","14080","0.0482",""
"Graham Scan Random","14090","0.0536",""
"Graham Scan Random","14100","0.0439",""
"Graham Scan Random","14110","0.0474",""
"Graham Scan Random","14120","0.0458",""
"Graham Scan Random","14130","0.044",""
"Graham Scan Random","14140","0.045",""
"Graham Scan Random","14150","0.0469",""
"Graham Scan Random","14160","0.069",""
"Graham Scan Random","14170","0.0533",""
"Graham Scan Random","14180","0.0458",""
"Graham Scan Random","14190","0.0499",""
"Graham Scan Random","14200","0.0455",""
"Graham Scan Random","14210","0.0445",""
"Graham Scan Random","14220","0.0447",""
"Graham Scan Random","14230","0.0484",""
"Graham Scan Random","14240","0.047",""
"Graham Scan Random","14250","0.0474",""
"Graham Scan Random","14260","0.0446",""
"Graham Scan Random","14270","0.0475",""
"Graham Scan Random","14280","0.0444",""
"Graham Scan Random","14290","0.0436",""
"Graham Scan Random","14300","0.0441",""
"Graham Scan Random","14310","0.0543",""
"Graham Scan Random","14320","0.071",""
"Graham Scan Random","14330","0.0513",""
"Graham Scan Random","14340","0.0523",""
"Graham Scan Random","14350","0.0439",""
"Graham Scan Random","14360","0.0453",""
"Graham Scan Random","14370","0.0436",""
"Graham Scan Random","14380","0.0455",""
"Graham Scan Random","14390","0.0468",""
"Graham Scan Random","14400","0.057",""
"Graham Scan Random","14410","0.0461",""
"Graham Scan Random","14420","0.0488",""
"Graham Scan Random","14430","0.044",""
"Graham Scan Random","14440","0.0456",""
"Graham Scan Random","14450","0.0446",""
"Graham Scan Random","14460","0.053",""
"Graham Scan Random","14470","0.0493",""
"Graham Scan Random","14480","0.0556",""
"Graham Scan Random","14490","0.0514",""
"Graham Scan Random","14500","0.0497",""
"Graham Scan Random","14510","0.0468",""
"Graham Scan Random","14520","0.0449",""
"Graham Scan Random","14530","0.0487",""
"Graham Scan Random","14540","0.0474",""
"Graham Scan Random","14550","0.0567",""
"Graham Scan Random","14560","0.0454",""
"Graham Scan Random","14570","0.0495",""
"Graham Scan Random","14580","0.0462",""
"Graham Scan Random","14590","0.0455",""
"Graham Scan Random","14600","0.0515",""
"Graham Scan Random","14610","0.0455",""
"Graham Scan Random","14620","0.0456",""
"Graham Scan Random","14630","0.0483",""
"Graham Scan Random","14640","0.0469",""
"Graham Scan Random","14650","0.0559",""
"Graham Scan Random","14660","0.0469",""
"Graham Scan Random","14670","0.0469",""
"Graham Scan Random","14680","0.045",""
"Graham Scan Random","14690","0.0472",""
"Graham Scan Random","14700","0.0538",""
"Graham Scan Random","14710","0.0458",""
"Graham Scan Random","14720","0.0515",""
"Graham Scan Random","14730","0.0488",""
"Graham Scan Random","14740","0.0464",""
"Graham Scan Random","14750","0.0471",""
"Graham Scan Random","14760","0.0477",""
"Graham Scan Random","14770","0.0457",""
"Graham Scan Random","14780","0.0462",""
"Graham Scan Random","14790","0.0463",""
"Graham Scan Random","14800","0.0501",""
"Graham Scan Random","14810","0.0673",""
"Graham Scan Random","14820","0.0449",""
"Graham Scan Random","14830","0.0467",""
"Graham Scan Random","14840","0.0473",""
"Graham Scan Random","14850","0.0591",""
"Graham Scan Random","14860","0.046",""
"Graham Scan Random","14870","0.0497",""
"Graham Scan Random","14880","0.0508",""
"Graham Scan Random","14890","0.0474",""
"Graham Scan Random","14900","0.046",""
"Graham Scan Random","14910","0.0483",""
"Graham Scan Random","14920","0.0466",""
"Graham Scan Random","14930","0.045",""
"Graham Scan Random","14940","0.0489",""
"Graham Scan Random","14950","0.0509",""
"Graham Scan Random","14960","0.0474",""
"Graham Scan Random","14970","0.0564",""
"Graham Scan Random","14980","0.0469",""
"Graham Scan Random","14990","0.0472",""
"Graham Scan Random","15000","0.0491",""
"Graham Scan Random","15010","0.0463",""
"Graham Scan Random","15020","0.0513",""
"Graham Scan Random","15030","0.0549",""
"Graham Scan Random","15040","0.0466",""
"Graham Scan Random","15050","0.0477",""
"Graham Scan Random","15060","0.0473",""
"Graham Scan Random","15070","0.0475",""
"Graham Scan Random","15080","0.0479",""
"Graham Scan Random","15090","0.0466",""
"Graham Scan Random","15100","0.0488",""
"Graham Scan Random","15110","0.0492",""
"Graham Scan Random","15120","0.048",""
"Graham Scan Random","15130","0.0663",""
"Graham Scan Random","15140","0.05",""
"Graham Scan Random","15150","0.0553",""
"Graham Scan Random","15160","0.0494",""
"Graham Scan Random","15170","0.0524",""
"Graham Scan Random","15180","0.0489",""
"Graham Scan Random","15190","0.0503",""
"Graham Scan Random","15200","0.0464",""
"Graham Scan Random","15210","0.0497",""
"Graham Scan Random","15220","0.0491",""
"Graham Scan Random","15230","0.0473",""
"Graham Scan Random","15240","0.0506",""
"Graham Scan Random","15250","0.0517",""
"Graham Scan Random","15260","0.0481",""
"Graham Scan Random","15270","0.0504",""
"Graham Scan Random","15280","0.0667",""
"Graham Scan Random","15290","0.0473",""
"Graham Scan Random","15300","0.0526",""
"Graham Scan Random","15310","0.0478",""
"Graham Scan Random","15320","0.0508",""
"Graham Scan Random","15330","0.0475",""
"Graham Scan Random","15340","0.0483",""
"Graham Scan Random","15350","0.0481",""
"Graham Scan Random","15360","0.0494",""
"Graham Scan Random","15370","0.0483",""
"Graham Scan Random","15380","0.0481",""
"Graham Scan Random","15390","0.0584",""
"Graham Scan Random","15400","0.0553",""
"Graham Scan Random","15410","0.0481",""
"Graham Scan Random","15420","0.0497",""
"Graham Scan Random","15430","0.0507",""
"Graham Scan Random","15440","0.0619",""
"Graham Scan Random","15450","0.0499",""
"Graham Scan Random","15460","0.0549",""
"Graham Scan Random","15470","0.0517",""
"Graham Scan Random","15480","0.0497",""
"Graham Scan Random","15490","0.0492",""
"Graham Scan Random","15500","0.0511",""
"Graham Scan Random","15510","0.0493",""
"Graham Scan Random","15520","0.0493",""
"Graham Scan Random","15530","0.0496",""
"Graham Scan Random","15540","0.0503",""
"Graham Scan Random","15550","0.0492",""
"Graham Scan Random","15560","0.048",""
"Graham Scan Random","15570","0.0487",""
"Graham Scan Random","15580","0.0522",""
"Graham Scan Random","15590","0.0708",""
"Graham Scan Random","15600","0.05",""
"Graham Scan Random","15610","0.0586",""
"Graham Scan Random","15620","0.0505",""
"Graham Scan Random","15630","0.0488",""
"Graham Scan Random","15640","0.0488",""
"Graham Scan Random","15650","0.051",""
"Graham Scan Random","15660","0.0484",""
"Graham Scan Random","15670","0.0481",""
"Graham Scan Random","15680","0.0543",""
"Graham Scan Random","15690","0.0509",""
"Graham Scan Random","15700","0.0499",""
"Graham Scan Random","15710","0.0494",""
"Graham Scan Random","15720","0.0492",""
"Graham Scan Random","15730","0.0575",""
"Graham Scan Random","15740","0.0598",""
"Graham Scan Random","15750","0.052",""
"Graham Scan Random","15760","0.0511",""
"Graham Scan Random","15770","0.0496",""
"Graham Scan Random","15780","0.05",""
"Graham Scan Random","15790","0.0503",""
"Graham Scan Random","15800","0.0492",""
"Graham Scan Random","15810","0.0563",""
"Graham Scan Random","15820","0.0551",""
"Graham Scan Random","15830","0.0525",""
"Graham Scan Random","15840","0.0494",""
"Graham Scan Random","15850","0.0503",""
"Graham Scan Random","15860","0.0494",""
"Graham Scan Random","15870","0.0538",""
"Graham Scan Random","15880","0.0511",""
"Graham Scan Random","15890","0.0542",""
"Graham Scan Random","15900","0.0527",""
"Graham Scan Random","15910","0.0505",""
"Graham Scan Random","15920","0.0521",""
"Graham Scan Random","15930","0.0492",""
"Graham Scan Random","15940","0.0494",""
"Graham Scan Random","15950","0.0523",""
"Graham Scan Random","15960","0.0515",""
"Graham Scan Random","15970","0.0532",""
"Graham Scan Random","15980","0.0513",""
"Graham Scan Random","15990","0.0502",""
"Graham Scan Random","16000","0.0717",""
"Graham Scan Random","16010","0.06",""
"Graham Scan Random","16020","0.0502",""
"Graham Scan Random","16030","0.0525",""
"Graham Scan Random","16040","0.0722",""
"Graham Scan Random","16050","0.0518",""
"Graham Scan Random","16060","0.05",""
"Graham Scan Random","16070","0.0531",""
"Graham Scan Random","16080","0.0502",""
"Graham Scan Random","16090","0.0519",""
"Graham Scan Random","16100","0.0528",""
"Graham Scan Random","16110","0.056",""
"Graham Scan Random","16120","0.051",""
"Graham Scan Random","16130","0.0498",""
"Graham Scan Random","16140","0.119",""
"Graham Scan Random","16150","0.1337",""
"Graham Scan Random","16160","0.0727",""
"Graham Scan Random","16170","0.0544",""
"Graham Scan Random","16180","0.0529",""
"Graham Scan Random","16190","0.051",""
"Graham Scan Random","16200","0.0512",""
"Graham Scan Random","16210","0.0554",""
"Graham Scan Random","16220","0.0562",""
"Graham Scan Random","16230","0.0522",""
"Graham Scan Random","16240","0.0515",""
"Graham Scan Random","16250","0.0531",""
"Graham Scan Random","16260","0.0676",""
"Graham Scan Random","16270","0.0513",""
"Graham Scan Random","16280","0.0546",""
"Graham Scan Random","16290","0.0556",""
"Graham Scan Random","16300","0.0671",""
"Graham Scan Random","16310","0.0539",""
"Graham Scan Random","16320","0.0551",""
"Graham Scan Random","16330","0.0524",""
"Graham Scan Random","16340","0.0531",""
"Graham Scan Random","16350","0.0578",""
"Graham Scan Random","16360","0.0534",""
"Graham Scan Random","16370","0.0532",""
"Graham Scan Random","16380","0.0517",""
"Graham Scan Random","16390","0.0695",""
"Graham Scan Random","16400","0.0485",""
"Graham Scan Random","16410","0.0485",""
"Graham Scan Random","16420","0.057",""
"Graham Scan Random","16430","0.056",""
"Graham Scan Random","16440","0.0524",""
"Graham Scan Random","16450","0.0629",""
"Graham Scan Random","16460","0.052",""
"Graham Scan Random","16470","0.0539",""
"Graham Scan Random","16480","0.0546",""
"Graham Scan Random","16490","0.0589",""
"Graham Scan Random","16500","0.0533",""
"Graham Scan Random","16510","0.0522",""
"Graham Scan Random","16520","0.0531",""
"Graham Scan Random","16530","0.06",""
"Graham Scan Random","16540","0.0521",""
"Graham Scan Random","16550","0.0532",""
"Graham Scan Random","16560","0.054",""
"Graham Scan Random","16570","0.0544",""
"Graham Scan Random","16580","0.0526",""
"Graham Scan Random","16590","0.07",""
"Graham Scan Random","16600","0.0548",""
"Graham Scan Random","16610","0.0536",""
"Graham Scan Random","16620","0.0545",""
"Graham Scan Random","16630","0.0568",""
"Graham Scan Random","16640","0.0538",""
"Graham Scan Random","16650","0.0591",""
"Graham Scan Random","16660","0.0617",""
"Graham Scan Random","16670","0.0529",""
"Graham Scan Random","16680","0.0529",""
"Graham Scan Random","16690","0.0563",""
"Graham Scan Random","16700","0.0546",""
"Graham Scan Random","16710","0.0528",""
"Graham Scan Random","16720","0.0537",""
"Graham Scan Random","16730","0.0703",""
"Graham Scan Random","16740","0.0534",""
"Graham Scan Random","16750","0.0543",""
"Graham Scan Random","16760","0.0588",""
"Graham Scan Random","16770","0.053",""
"Graham Scan Random","16780","0.0542",""
"Graham Scan Random","16790","0.0618",""
"Graham Scan Random","16800","0.055",""
"Graham Scan Random","16810","0.055",""
"Graham Scan Random","16820","0.0851",""
"Graham Scan Random","16830","0.0562",""
"Graham Scan Random","16840","0.0543",""
"Graham Scan Random","16850","0.0557",""
"Graham Scan Random","16860","0.0614",""
"Graham Scan Random","16870","0.0621",""
"Graham Scan Random","16880","0.0602",""
"Graham Scan Random","16890","0.056",""
"Graham Scan Random","16900","0.0571",""
"Graham Scan Random","16910","0.0588",""
"Graham Scan Random","16920","0.0613",""
"Graham Scan Random","16930","0.0565",""
"Graham Scan Random","16940","0.0557",""
"Graham Scan Random","16950","0.056",""
"Graham Scan Random","16960","0.0643",""
"Graham Scan Random","16970","0.108",""
"Graham Scan Random","16980","0.0815",""
"Graham Scan Random","16990","0.0622",""
"Graham Scan Random","17000","0.0545",""
"Graham Scan Random","17010","0.0629",""
"Graham Scan Random","17020","0.0709",""
"Graham Scan Random","17030","0.07",""
"Graham Scan Random","17040","0.053",""
"Graham Scan Random","17050","0.0609",""
"Graham Scan Random","17060","0.0583",""
"Graham Scan Random","17070","0.057",""
"Graham Scan Random","17080","0.0568",""
"Graham Scan Random","17090","0.0575",""
"Graham Scan Random","17100","0.0588",""
"Graham Scan Random","17110","0.0757",""
"Graham Scan Random","17120","0.0625",""
"Graham Scan Random","17130","0.0599",""
"Graham Scan Random","17140","0.0589",""
"Graham Scan Random","17150","0.0591",""
"Graham Scan Random","17160","0.0565",""
"Graham Scan Random","17170","0.0772",""
"Graham Scan Random","17180","0.073",""
"Graham Scan Random","17190","0.0535",""
"Graham Scan Random","17200","0.0541",""
"Graham Scan Random","17210","0.0542",""
"Graham Scan Random","17220","0.0654",""
"Graham Scan Random","17230","0.0703",""
"Graham Scan Random","17240","0.0789",""
"Graham Scan Random","17250","0.0567",""
"Graham Scan Random","17260","0.0607",""
"Graham Scan Random","17270","0.0557",""
"Graham Scan Random","17280","0.0571",""
"Graham Scan Random","17290","0.0595",""
"Graham Scan Random","17300","0.0555",""
"Graham Scan Random","17310","0.0576",""
"Graham Scan Random","17320","0.0548",""
"Graham Scan Random","17330","0.055",""
"Graham Scan Random","17340","0.0585",""
"Graham Scan Random","17350","0.0603",""
"Graham Scan Random","17360","0.0714",""
"Graham Scan Random","17370","0.0812",""
"Graham Scan Random","17380","0.0751",""
"Graham Scan Random","17390","0.1221",""
"Graham Scan Random","17400","0.1179",""
"Graham Scan Random","17410","0.0753",""
"Graham Scan Random","17420","0.0665",""
"Graham Scan Random","17430","0.0599",""
"Graham Scan Random","17440","0.0935",""
"Graham Scan Random","17450","0.0586",""
"Graham Scan Random","17460","0.0536",""
"Graham Scan Random","17470","0.0647",""
"Graham Scan Random","17480","0.0547",""
"Graham Scan Random","17490","0.0579",""
"Graham Scan Random","17500","0.0739",""
"Graham Scan Random","17510","0.064",""
"Graham Scan Random","17520","0.0595",""
"Graham Scan Random","17530","0.0595",""
"Graham Scan Random","17540","0.0623",""
"Graham Scan Random","17550","0.0642",""
"Graham Scan Random","17560","0.0659",""
"Graham Scan Random","17570","0.1277",""
"Graham Scan Random","17580","0.1882",""
"Graham Scan Random","17590","0.1174",""
"Graham Scan Random","17600","0.0676",""
"Graham Scan Random","17610","0.0633",""
"Graham Scan Random","17620","0.0521",""
"Graham Scan Random","17630","0.0579",""
"Graham Scan Random","17640","0.0608",""
"Graham Scan Random","17650","0.0556",""
"Graham Scan Random","17660","0.0541",""
"Graham Scan Random","17670","0.0512",""
"Graham Scan Random","17680","0.1232",""
"Graham Scan Random","17690","0.0741",""
"Graham Scan Random","17700","0.0615",""
"Graham Scan Random","17710","0.0553",""
"Graham Scan Random","17720","0.0555",""
"Graham Scan Random","17730","0.0574",""
"Graham Scan Random","17740","0.0567",""
"Graham Scan Random","17750","0.0528",""
"Graham Scan Random","17760","0.0555",""
"Graham Scan Random","17770","0.0543",""
"Graham Scan Random","17780","0.0724",""
"Graham Scan Random","17790","0.0667",""
"Graham Scan Random","17800","0.0645",""
"Graham Scan Random","17810","0.0627",""
"Graham Scan Random","17820","0.0575",""
"Graham Scan Random","17830","0.0551",""
"Graham Scan Random","17840","0.0547",""
"Graham Scan Random","17850","0.0543",""
"Graham Scan Random","17860","0.0575",""
"Graham Scan Random","17870","0.0552",""
"Graham Scan Random","17880","0.0541",""
"Graham Scan Random","17890","0.055",""
"Graham Scan Random","17900","0.0601",""
"Graham Scan Random","17910","0.0551",""
"Graham Scan Random","17920","0.059",""
"Graham Scan Random","17930","0.0585",""
"Graham Scan Random","17940","0.069",""
"Graham Scan Random","17950","0.0607",""
"Graham Scan Random","17960","0.0549",""
"Graham Scan Random","17970","0.0531",""
"Graham Scan Random","17980","0.0577",""
"Graham Scan Random","17990","0.0572",""
"Graham Scan Random","18000","0.055",""
"Graham Scan Random","18010","0.0555",""
"Graham Scan Random","18020","0.0563",""
"Graham Scan Random","18030","0.0546",""
"Graham Scan Random","18040","0.066",""
"Graham Scan Random","18050","0.0583",""
"Graham Scan Random","18060","0.055",""
"Graham Scan Random","18070","0.0649",""
"Graham Scan Random","18080","0.0607",""
"Graham Scan Random","18090","0.0553",""
"Graham Scan Random","18100","0.0531",""
"Graham Scan Random","18110","0.0589",""
"Graham Scan Random","18120","0.059",""
"Graham Scan Random","18130","0.0546",""
"Graham Scan Random","18140","0.0684",""
"Graham Scan Random","18150","0.0564",""
"Graham Scan Random","18160","0.0552",""
"Graham Scan Random","18170","0.0742",""
"Graham Scan Random","18180","0.0585",""
"Graham Scan Random","18190","0.0597",""
"Graham Scan Random","18200","0.0722",""
"Graham Scan Random","18210","0.0595",""
"Graham Scan Random","18220","0.0699",""
"Graham Scan Random","18230","0.0618",""
"Graham Scan Random","18240","0.0664",""
"Graham Scan Random","18250","0.0758",""
"Graham Scan Random","18260","0.0887",""
"Graham Scan Random","18270","0.0976",""
"Graham Scan Random","18280","0.0634",""
"Graham Scan Random","18290","0.0602",""
"Graham Scan Random","18300","0.0548",""
"Graham Scan Random","18310","0.0748",""
"Graham Scan Random","18320","0.0636",""
"Graham Scan Random","18330","0.0657",""
"Graham Scan Random","18340","0.061",""
"Graham Scan Random","18350","0.063",""
"Graham Scan Random","18360","0.0939",""
"Graham Scan Random","18370","0.1033",""
"Graham Scan Random","18380","0.0959",""
"Graham Scan Random","18390","0.084",""
"Graham Scan Random","18400","0.0696",""
"Graham Scan Random","18410","0.0767",""
"Graham Scan Random","18420","0.0743",""
"Graham Scan Random","18430","0.0577",""
"Graham Scan Random","18440","0.0601",""
"Graham Scan Random","18450","0.0777",""
"Graham Scan Random","18460","0.0712",""
"Graham Scan Random","18470","0.0731",""
"Graham Scan Random","18480","0.069",""
"Graham Scan Random","18490","0.0634",""
"Graham Scan Random","18500","0.066",""
"Graham Scan Random","18510","0.0739",""
"Graham Scan Random","18520","0.0567",""
"Graham Scan Random","18530","0.0887",""
"Graham Scan Random","18540","0.0563",""
"Graham Scan Random","18550","0.0582",""
"Graham Scan Random","18560","0.0565",""
"Graham Scan Random","18570","0.0608",""
"Graham Scan Random","18580","0.058",""
"Graham Scan Random","18590","0.0646",""
"Graham Scan Random","18600","0.0564",""
"Graham Scan Random","18610","0.0552",""
"Graham Scan Random","18620","0.0569",""
"Graham Scan Random","18630","0.0599",""
"Graham Scan Random","18640","0.057",""
"Graham Scan Random","18650","0.056",""
"Graham Scan Random","18660","0.0608",""
"Graham Scan Random","18670","0.057",""
"Graham Scan Random","18680","0.056",""
"Graham Scan Random","18690","0.0561",""
"Graham Scan Random","18700","0.0622",""
"Graham Scan Random","18710","0.0668",""
"Graham Scan Random","18720","0.0653",""
"Graham Scan Random","18730","0.0571",""
"Graham Scan Random","18740","0.056",""
